학수번호-분반	과목명	교수명	학점	이수구분	강의시간표 및 장소	요일	교시	장소
HANM264 - 00	한문학입문	송혁기	3	전공선택	"화(5) 서관 314A호
목(5) 서관 314A호"	['화', '목']	[[5], [5]]	['서관 314A호', '서관 314A호']
HANM302 - 00	한국한문학사	임준철	3	전공필수	"화(2) 서관 314B호
목(2) 서관 314B호"	['화', '목']	[[2], [2]]	['서관 314B호', '서관 314B호']
HANM354 - 00	한국한문산문명작감상	이미진	3	전공선택	"화(6) 교양관 409호
목(6) 교양관 409호"	['화', '목']	[[6], [6]]	['교양관 409호', '교양관 409호']
HANM360 - 00	한문교과교육론	김영옥	3	전공선택	금(2-3) 국제관 112호	['금']	[[2, 3]]	['국제관 112호']
HANM362 - 00	통감읽기	오보라	3	전공선택	"월(2) 서관 314B호
수(2) 서관 314B호"	['월', '수']	[[2], [2]]	['서관 314B호', '서관 314B호']
HANM368 - 00	고문서와금석문	김홍구	3	전공선택	"월(3) 국제관 215호
수(3) 국제관 215호"	['월', '수']	[[3], [3]]	['국제관 215호', '국제관 215호']
HANM454 - 00	한문학연구와논문작성	이송희	3	전공선택	"화(4) 
목(4)"	['화', '목']	[[4], [4]]	['', '']
HANM464 - 00	한국한문학과동아시아문학	김경	3	전공선택	"월(6) 교양관 311호
수(6) 교양관 311호"	['월', '수']	[[6], [6]]	['교양관 311호', '교양관 311호']
HANM466 - 00	고전해석학	윤선영	3	전공선택	"수(4) 교양관 303호
금(4) 교양관 303호"	['수', '금']	[[4], [4]]	['교양관 303호', '교양관 303호']
POLI212 - 00	동양정치사상	박홍규	3	전공선택	"월(4) SK미래관 518
수(4) SK미래관 518"	['월', '수']	[[4], [4]]	['SK미래관 518', 'SK미래관 518']
POLI214 - 00	서양근대정치사상	김병곤	3	전공필수	"월(5) 교양관 309호
수(5) 교양관 309호"	['월', '수']	[[5], [5]]	['교양관 309호', '교양관 309호']
POLI231 - 00	국제정치론	김동훈	3	전공필수	"월(5) SK미래관 518
수(5) SK미래관 518"	['월', '수']	[[5], [5]]	['SK미래관 518', 'SK미래관 518']
POLI239 - 00	의회와입법과정(영강)	안종기	3	전공선택	"화(4) 교양관 207호
목(4) 교양관 207호"	['화', '목']	[[4], [4]]	['교양관 207호', '교양관 207호']
POLI253 - 00	시민정치리빙랩	강우창	3	전공선택	금(1-2) SK미래관 520호	['금']	[[1, 2]]	['SK미래관 520호']
POLI313 - 00	인권(영강)	김남국	3	전공선택	"월(2) 교양관 406호
수(2) 교양관 406호"	['월', '수']	[[2], [2]]	['교양관 406호', '교양관 406호']
POLI322 - 00	북한정치론	주형민	3	전공선택	"월(1) SK미래관 313
수(1) SK미래관 313"	['월', '수']	[[1], [1]]	['SK미래관 313', 'SK미래관 313']
POLI325 - 00	사회주의체제연구(영강)	여영윤	3	전공선택	"화(5) SK미래관 522
목(5) SK미래관 522"	['화', '목']	[[5], [5]]	['SK미래관 522', 'SK미래관 522']
POLI333 - 00	현대정치철학	조계원	3	전공선택	"화(3) SK미래관 313
목(3) SK미래관 313"	['화', '목']	[[3], [3]]	['SK미래관 313', 'SK미래관 313']
POLI336 - 00	한국외교정책론	이신화	3	전공필수	"화(2) 
목(2)"	['화', '목']	[[2], [2]]	['', '']
POLI355 - 00	동아시아정치론(영강)	정주연	3	전공선택	"화(6) SK미래관 313
목(6) SK미래관 313"	['화', '목']	[[6], [6]]	['SK미래관 313', 'SK미래관 313']
POLI364 - 00	동아시아와세계정치(영강)	이용욱	3	전공선택	목(6-8) SK미래관 522	['목']	[[6, 7, 8]]	['SK미래관 522']
POLI373 - 00	한국정치론	권혁용	3	전공필수	"월(3) SK미래관 4119
수(3) SK미래관 4119"	['월', '수']	[[3], [3]]	['SK미래관 4119', 'SK미래관 4119']
POLI378 - 00	내전연구(영강)	정재관	3	전공선택	"월(6) SK미래관 319
수(6) SK미래관 319"	['월', '수']	[[6], [6]]	['SK미래관 319', 'SK미래관 319']
POLI379 - 00	현대국제안보론	이동선	3	전공선택	"월(2) 교양관 204호
수(2) 교양관 204호"	['월', '수']	[[2], [2]]	['교양관 204호', '교양관 204호']
POLI386 - 00	법과정의	최치원	3	전공선택	"화(4) SK미래관 518
목(4) SK미래관 518"	['화', '목']	[[4], [4]]	['SK미래관 518', 'SK미래관 518']
POLI387 - 00	한국헌정론	신재혁	3	전공선택	금(5-6) SK미래관 313	['금']	[[5, 6]]	['SK미래관 313']
POLI388 - 00	헌법과정치제도(영강)	김남규	3	전공선택	"월(6) 교양관 309호
수(6) 교양관 309호"	['월', '수']	[[6], [6]]	['교양관 309호', '교양관 309호']
POLI390 - 00	법과민주주의	현재호	3	전공선택	"화(5) SK미래관 4119
목(5) SK미래관 4119"	['화', '목']	[[5], [5]]	['SK미래관 4119', 'SK미래관 4119']
POLI393 - 00	일본과국제정치	이용욱	3	전공선택	"화(2) 교양관 403호
목(2) 교양관 403호"	['화', '목']	[[2], [2]]	['교양관 403호', '교양관 403호']
POLI425 - 00	미국정치론(영강)	강우창	3	전공선택	"월(3) SK미래관 319
수(3) SK미래관 319"	['월', '수']	[[3], [3]]	['SK미래관 319', 'SK미래관 319']
PSYC201 - 00	심리학의기초I	최준식	3	전공필수	"월(2) 법학관구관 B102호
수(2) 법학관구관 B102호"	['월', '수']	[[2], [2]]	['법학관구관 B102호', '법학관구관 B102호']
PSYC202 - 00	심리학의기초II	고영건	3	전공필수	"월(5) 법학관구관 B102호
수(5) 법학관구관 B102호"	['월', '수']	[[5], [5]]	['법학관구관 B102호', '법학관구관 B102호']
PSYC209 - 00	초급심리통계	정현선	3	전공필수	"월(3) 법학관구관 B102호
수(3) 법학관구관 B102호"	['월', '수']	[[3], [3]]	['법학관구관 B102호', '법학관구관 B102호']
PSYC216 - 00	학습심리학(영강)	최준식	3	전공선택	"화(5) 법학관구관 206호
목(5) 법학관구관 206호"	['화', '목']	[[5], [5]]	['법학관구관 206호', '법학관구관 206호']
PSYC220 - 00	심리학연구와활용	조양석	3	전공선택	화(7-9) 법학관구관 B102호	['화']	[[7, 8, 9]]	['법학관구관 B102호', '법학관구관 B102호']
PSYC231 - 00	성격심리학	고영건	3	전공선택	"월(1) 법학관구관 B102호
수(1) 법학관구관 B102호"	['월', '수']	[[1], [1]]	['법학관구관 B102호', '법학관구관 B102호']
PSYC232 - 00	임상심리학(영강)	허지원	3	전공선택	"화(3) 법학관구관 B102호
목(3) 법학관구관 B102호"	['화', '목']	[[3], [3]]	['법학관구관 B102호', '법학관구관 B102호']
PSYC242 - 00	조직심리학	하유진	3	전공선택	금(4-5) 법학관구관 B102호	['금']	[[4, 5]]	['법학관구관 B102호', '법학관구관 B102호']
PSYC306 - 00	심리데이터과학의기초	이태헌	3	전공선택	"월(6) 법학관구관 B102호
수(6) 법학관구관 B102호"	['월', '수']	[[6], [6]]	['법학관구관 B102호', '법학관구관 B102호']
PSYC320 - 00	동기의뇌신경과학(영강)	조용상	1.5	전공선택	목(6) 법학관구관 206호	['목']	[[6]]	['법학관구관 206호']
PSYC321 - 00	인지심리학		3	전공선택	"화(4) 법학관구관 B102호
목(4) 법학관구관 B102호"	['화', '목']	[[4], [4]]	['법학관구관 B102호', '법학관구관 B102호']
PSYC326 - 00	언어심리학	구민모	3	전공선택	"월(4) 법학관구관 B102호
수(4) 법학관구관 B102호"	['월', '수']	[[4], [4]]	['법학관구관 B102호', '법학관구관 B102호']
PSYC330 - 00	신경다양성(영강)	김소현	3	전공선택	"화(2) 법학관구관 B102호
목(2) 법학관구관 B102호"	['화', '목']	[[2], [2]]	['법학관구관 B102호', '법학관구관 B102호']
PSYC331 - 00	이상심리학(영강)	최기홍	3	전공선택	"화(5) 법학관구관 B102호
목(5) 법학관구관 B102호"	['화', '목']	[[5], [5]]	['법학관구관 B102호', '법학관구관 B102호']
PSYC338 - 00	정서의뇌신경과학(영강)	조용상	1.5	전공선택	화(6) 법학관구관 206호	['화']	[[6]]	['법학관구관 206호']
PSYC358 - 00	선택의뇌과학(영강)	김학진	1.5	전공선택	목(3)	['목']	[[3]]	['']
PSYC360 - 00	행동경제학(영강)	김학진	1.5	전공선택	월(3)	['월']	[[3]]	['']
PSYC371 - 00	문화의형성과이해(영강)	최은수	1.5	전공선택	화(3) 법학관구관 206호	['화']	[[3]]	['법학관구관 206호']
PSYC372 - 00	문화의적응과교류(영강)	최은수	1.5	전공선택	목(3) 법학관구관 206호	['목']	[[3]]	['법학관구관 206호']
PSYC382 - 00	뉴미디어심리학(영강)	김태연	3	전공선택	"화(4) 법학관구관 206호
목(4) 법학관구관 206호"	['화', '목']	[[4], [4]]	['법학관구관 206호', '법학관구관 206호']
PSYC390 - 00	인간의비합리성	허태균	1.5	전공선택	화(1) 법학관구관 B102호	['화']	[[1]]	['법학관구관 B102호']
PSYC398 - 00	약물과중독행동	조용상	3	전공선택	금(1-2) 법학관구관 B102호	['금']	[[1, 2]]	['법학관구관 B102호']
PSYC422 - 00	인지신경과학(영강)	김채연	3	전공선택	"월(5) 법학관구관 206호
수(5) 법학관구관 206호"	['월', '수']	[[5], [5]]	['법학관구관 206호', '법학관구관 206호']
PSYC424 - 00	심리학자율연구	"조양석,허태균
최은수,이태헌
김태연"	3	전공선택	금(7-12) 법학관구관 B103호	['금']	[[7, 8, 9, 10, 11, 12]]	['법학관구관 B103호']
PSYC468 - 00	한국인의심리의식특성	허태균	1.5	전공선택	화(6) 법학관구관 B102호	['화']	[[6]]	['법학관구관 B102호']
PSYC472 - 00	소비자트랜드분석실습	성용준	3	전공선택	"월(4) 법학관구관 206호
수(4) 법학관구관 206호"	['월', '수']	[[4], [4]]	['법학관구관 206호', '법학관구관 206호']
PSYC497 - 00	성격과사회적상황	박선웅	3	전공선택	"화(2) 법학관구관 206호
목(2) 법학관구관 206호"	['화', '목']	[[2], [2]]	['법학관구관 206호', '법학관구관 206호']
IMEN151 - 01	선형대수	지남섭	3	전공선택	"월(7-9) 신공학관B105호
목(7) 신공학관B105호"	['월', '목']	[[7, 8, 9], [7]]	['신공학관B105호', '신공학관B105호']
IMEN151 - 02	선형대수	지남섭	3	전공선택	"화(1-2) 하나과학관 지하 117호
목(8) 하나과학관 지하 117호"	['화', '목']	[[1, 2], [8]]	['하나과학관 지하 117호', '하나과학관 지하 117호']
IMEN153 - 00	투자경제성분석	이철웅	3	전공선택	금(1-2) 창의관 116호	['금']	[[1, 2]]	['창의관 116호']
IMEN156 - 00	산업공학개론	최회련	3	전공선택	"월(5) 하나과학관 지하 128호
목(1) 하나과학관 지하 128호"	['월', '목']	[[5], [1]]	['하나과학관 지하 128호', '하나과학관 지하 128호']
IMEN214 - 00	응용통계및실습	명노해	3	전공필수	"화(2) 창의관 116호
화(7-8) 창의관 116호
목(2) 창의관 116호"	['화', '화', '목']	[[2], [7, 8], [2]]	['창의관 116호', '창의관 116호', '창의관 116호']
IMEN216 - 01	OR-Ⅰ및 실습	최인찬	3	전공필수	"월(2) 공학관 369호
월(7-8) 공학관 369호
수(2) 공학관 369호"	['월', '월', '수']	[[2], [7, 8], [2]]	['공학관 369호', '공학관 369호', '공학관 369호']
IMEN216 - 02	OR-Ⅰ및 실습(영강)	송병덕	3	전공필수	"월(6) 창의관 116호
수(6-8) 창의관 116호"	['월', '수']	[[6], [6, 7, 8]]	['창의관 116호', '창의관 116호']
IMEN224 - 00	자료구조및알고리즘	최회련	3	전공선택	"화(1) 하나과학관 지하 122호
목(3) 하나과학관 지하 122호"	['화', '목']	[[1], [3]]	['하나과학관 지하 122호', '하나과학관 지하 122호']
IMEN225 - 00	사용자경험과인공지능	이상원	3	전공선택	"월(6) 미래융합 107호
수(6) 미래융합 107호"	['월', '수']	[[6], [6]]	['미래융합 107호', '미래융합 107호']
IMEN302 - 00	공급사슬경영	정태수	3	전공선택	"화(2-3) 창의관 205호
목(3) 창의관 205호"	['화', '목']	[[2, 3], [3]]	['창의관 205호', '창의관 205호']
IMEN324 - 00	시뮬레이션및실습	백준걸	3	전공선택	"화(5) 공학관 464호
화(7-8) 공학관 464호
목(5) 공학관 464호"	['화', '화', '목']	[[5], [7, 8], [5]]	['공학관 464호', '공학관 464호', '공학관 464호']
IMEN340 - 00	지식재산과빅데이터분석	장은호,전성찬	3	전공선택	금(4-5) 창의관 116호	['금']	[[4, 5]]	['창의관 116호']
IMEN358 - 00	품질공학	김성범	3	전공선택	"월(3) 창의관 116호
수(3) 창의관 116호"	['월', '수']	[[3], [3]]	['창의관 116호', '창의관 116호']
IMEN382 - 00	제품개발	정의승	3	전공선택	"화(4) 창의관 117호
수(9-10) 창의관 117호
목(4) 창의관 117호"	['화', '수', '목']	[[4], [9, 10], [4]]	['창의관 117호', '창의관 117호', '창의관 117호']
IMEN383 - 00	헬스시스템엔지니어링(영강)	이효경	3	전공선택	수(4-5) 과도관 410호	['수']	[[4, 5]]	['과도관 410호']
IMEN468 - 00	산업공학을위한딥러닝	한성원	3	전공선택	"화(2) 신공학관B113-전산실습실
목(2) 신공학관B113-전산실습실"	['화', '목']	[[2], [2]]	['신공학관B113-전산실습실', '신공학관B113-전산실습실']
IMEN471 - 00	캡스톤디자인Ⅰ	정태수	3	전공선택	금(4-6) 공학관 464호	['금']	[[4, 5, 6]]	['공학관 464호']
ARDE110 - 00	예술경영과전시기획	조은정	3	학문의기초	월(1-2) 국제관603	['월']	[[1, 2]]	['국제관603']
ARDE117 - 00	미디어와예술언어	조은정	3	학문의기초	월(4-5) 국제관603	['월']	[[4, 5]]	['국제관603']
ARDE127 - 00	자연미학과미술의시공간	황빛나	3	학문의기초	수(4-5) 미디어관 410호	['수']	[[4, 5]]	['미디어관 410호']
ARDE153 - 00	현대미술론	황빛나	3	학문의기초	목(4-5) 국제관603	['목']	[[4, 5]]	['국제관603']
ARDE157 - 00	디자인과생활	김정혜	3	학문의기초	금(4-5) 교양관 314호	['금']	[[4, 5]]	['교양관 314호']
ARDE164 - 00	디자인사	최재희	3	학문의기초	"수(2) 교양관 402호
금(2) 교양관 402호"	['수', '금']	[[2], [2]]	['교양관 402호', '교양관 402호']
ARDE200 - 01	2D기초조형(영강)	김은형	3	전공필수	목(4-6) 미디어관 701호	['목']	[[4, 5, 6]]	['미디어관 701호']
ARDE200 - 02	2D기초조형	이종민	3	전공필수	수(4-6) 미디어관 701호	['수']	[[4, 5, 6]]	['미디어관 701호']
ARDE218 - 00	4D컴퓨터그래픽	박한진	3	전공선택	수(1-3) 미디어관 901호	['수']	[[1, 2, 3]]	['미디어관 901호']
ARDE220 - 00	디자인프로토타입핑	이태일	3	전공선택	수(4-6) 미디어관 901호	['수']	[[4, 5, 6]]	['미디어관 901호']
ARDE224 - 00	제품디자인스튜디오ll(영강)	이준	3	전공필수	목(4-6) 미디어관 902호	['목']	[[4, 5, 6]]	['미디어관 902호']
ARDE259 - 00	평면재료기법	이우성	3	전공선택	화(1-3) 미디어관 802B호	['화']	[[1, 2, 3]]	['미디어관 802B호']
ARDE275 - 01	기초디자인-3D	인치호	3	전공선택	화(1-3) 미디어관 1001호	['화']	[[1, 2, 3]]	['미디어관 1001호']
ARDE275 - 02	기초디자인-3D	인치호	3	전공선택	화(4-6) 미디어관 1001호	['화']	[[4, 5, 6]]	['미디어관 1001호']
ARDE278 - 00	디자인과조형	박인석	3	전공선택	금(5-7) 미디어관 902호	['금']	[[5, 6, 7]]	['미디어관 902호']
ARDE284 - 00	디자인워크샵(영강)	김보섭	3	전공선택	월(4-6) 미디어관 902호	['월']	[[4, 5, 6]]	['미디어관 902호']
ARDE285 - 01	3D그래픽스	염성업	3	전공선택	월(1-2) 미디어관 901호	['월']	[[1, 2]]	['미디어관 901호']
ARDE285 - 02	3D그래픽스	염성업	3	전공선택	월(4-5) 미디어관 901호	['월']	[[4, 5]]	['미디어관 901호']
ARDE288 - 00	기초매체연구	이예승	3	전공선택	월(4-6) 미디어관 701호	['월']	[[4, 5, 6]]	['미디어관 701호']
ARDE291 - 00	회화STUDIO II(영강)	이준	3	전공선택	화(4-6) 미디어관 701호	['화']	[[4, 5, 6]]	['미디어관 701호']
ARDE293 - 00	전통회화연구II	고아빈,이예승	3	전공필수	금(4-6) 미디어관 802B호	['금']	[[4, 5, 6]]	['미디어관 802B호']
ARDE312 - 00	제품디자인스튜디오IV	이태일	3	전공필수	화(4-6) 미디어관 902호	['화']	[[4, 5, 6]]	['미디어관 902호']
ARDE314 - 00	디자인마케팅	홍민아	3	전공선택	금(5-6) 미디어관 903호	['금']	[[5, 6]]	['미디어관 903호']
ARDE320 - 00	디자인사고	이성용	3	전공선택	금(1-3) 미디어관 902호	['금']	[[1, 2, 3]]	['미디어관 902호']
ARDE323 - 00	인터페이스디자인	유승헌	3	전공선택	수(4-6) 미디어관 902호	['수']	[[4, 5, 6]]	['미디어관 902호']
ARDE330 - 00	신개념가구디자인	권민성	3	전공선택	목(4-6) 미디어관 903호	['목']	[[4, 5, 6]]	['미디어관 903호']
ARDE338 - 00	한국화ll-색채기법		3	전공필수	목(4-6) 미디어관 802B호	['목']	[[4, 5, 6]]	['미디어관 802B호']
ARDE368 - 00	뉴미디어아트	이예승,최민규	3	전공선택	수(1-3) 미디어관 701호	['수']	[[1, 2, 3]]	['미디어관 701호']
ARDE373 - 00	현대창작실기II	허수영	3	전공선택	월(1-3) 미디어관 802B호	['월']	[[1, 2, 3]]	['미디어관 802B호']
ARDE375 - 00	미술사II	김지혜	3	전공선택	월(5-6) 미디어관 802B호	['월']	[[5, 6]]	['미디어관 802B호']
ARDE377 - 00	신조형II	김원화	3	전공선택	금(1-3) 미디어관 701호	['금']	[[1, 2, 3]]	['미디어관 701호']
ARDE416 - 00	졸업연구(종합설계)	유승헌,이성용	3	전공필수	수(1-3) 미디어관 902호	['수']	[[1, 2, 3]]	['미디어관 902호']
